ward code,ward name,local authority code,local authority name,All usual residents,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 14 years,Aged 15 to 19 years,Aged 20 to 24 years,Aged 25 to 29 years,Aged 30 to 34 years,Aged 35 to 39 years,Aged 40 to 44 years,Aged 45 to 49 years,Aged 50 to 54 years,Aged 55 to 59 years,Aged 60 to 64 years,Aged 65 to 69 years,Aged 70 to 74 years,Aged 75 to 79 years,Aged 80 to 84 years,Aged 85 years and over
E05014077,Eltham Page,E09000011,Greenwich,9964,532,683,826,645,655,665,646,784,787,659,703,661,494,363,319,251,166,125
E05014078,Eltham Park & Progress,E09000011,Greenwich,10439,699,687,653,480,475,548,624,845,835,758,785,677,598,496,479,325,232,243
E05014079,Eltham Town & Avery Hill,E09000011,Greenwich,15524,892,936,931,954,1085,973,1124,1157,1101,970,1015,938,766,714,707,502,338,421
E05014080,Greenwich Creekside,E09000011,Greenwich,11199,658,541,474,752,1154,1617,1694,1227,823,542,524,444,253,170,140,85,53,48
E05014081,Greenwich Park,E09000011,Greenwich,10368,634,494,441,516,799,1189,1237,947,814,694,613,552,402,253,313,200,132,138
E05014082,Greenwich Peninsula,E09000011,Greenwich,11496,880,611,449,497,866,1965,2106,1523,845,563,401,280,163,130,76,66,48,27
E05014083,Kidbrooke Park,E09000011,Greenwich,10155,648,607,622,613,571,704,782,910,771,684,726,670,523,411,352,228,178,155
E05014084,Kidbrooke Village & Sutcliffe,E09000011,Greenwich,5955,437,380,246,193,302,671,849,685,548,336,272,225,200,156,168,116,85,86
E05014085,Middle Park & Horn Park,E09000011,Greenwich,9740,682,676,835,606,555,564,671,772,716,613,697,596,456,365,353,254,185,144
E05014086,"Mottingham, Coldharbour & New Eltham",E09000011,Greenwich,14516,916,923,858,785,792,907,1022,1081,1089,949,1080,960,788,637,653,453,323,300
E05014087,Plumstead & Glyndon,E09000011,Greenwich,21783,1553,1496,1365,1236,1358,1802,1986,1826,1717,1431,1476,1334,1041,754,548,399,249,212
E05014088,Plumstead Common,E09000011,Greenwich,15626,1029,1043,1035,825,848,1046,1202,1184,1239,1023,1156,1031,862,700,529,362,269,243
E05014089,Shooters Hill,E09000011,Greenwich,11869,758,861,870,661,701,722,908,972,991,953,901,695,593,400,343,264,150,126
E05014090,Thamesmead Moorings,E09000011,Greenwich,12410,898,1037,1159,866,690,708,845,840,1029,1100,977,788,553,350,251,155,89,75
E05014091,West Thamesmead,E09000011,Greenwich,11807,811,838,850,652,1082,996,1060,1071,1081,925,792,700,410,223,140,94,43,39
E05014092,Woolwich Arsenal,E09000011,Greenwich,12229,738,566,479,453,890,1879,1937,1484,1064,699,575,459,339,237,202,121,74,33
E05014093,Woolwich Common,E09000011,Greenwich,13068,1023,933,794,848,947,1188,1449,1127,968,846,802,641,484,375,259,182,114,88
E05014094,Woolwich Dockyard,E09000011,Greenwich,11385,831,811,816,739,743,921,1046,975,924,808,831,578,475,329,220,154,110,74
E05009367,Brownswood,E09000012,Hackney,8987,509,405,347,328,612,1348,1411,953,729,497,479,411,289,236,169,123,86,55
E05009368,Cazenove,E09000012,Hackney,15212,1540,1295,1128,1029,1100,1619,1493,1149,908,830,822,679,535,395,297,178,133,82
E05009369,Clissold,E09000012,Hackney,12472,631,644,731,623,636,1398,1497,1185,1104,875,799,711,549,368,341,173,102,105
E05009370,Dalston,E09000012,Hackney,9009,393,308,337,315,606,1618,1650,961,643,510,419,419,284,188,133,111,59,55
E05009371,De Beauvoir,E09000012,Hackney,9022,515,439,452,345,471,1218,1333,983,717,583,493,448,324,210,185,123,91,92
E05009372,Hackney Central,E09000012,Hackney,12907,629,705,730,642,840,1637,1768,1149,1003,703,755,692,570,357,306,181,127,113
E05009373,Hackney Downs,E09000012,Hackney,13006,653,629,714,735,844,1604,1668,1272,987,858,752,738,499,372,264,182,143,92
E05009374,Hackney Wick,E09000012,Hackney,12358,581,663,802,822,916,1431,1359,1082,876,755,799,710,508,384,269,172,113,116
E05009375,Haggerston,E09000012,Hackney,14429,663,643,708,712,1180,2035,2089,1440,983,778,821,728,570,358,299,186,130,106
E05009376,Homerton,E09000012,Hackney,13206,830,836,884,778,953,1512,1550,1158,944,850,799,679,540,334,233,128,99,99
E05009377,Hoxton East & Shoreditch,E09000012,Hackney,12094,513,481,548,580,1238,1996,1880,1143,812,674,578,543,396,242,194,110,77,89
E05009378,Hoxton West,E09000012,Hackney,13811,639,593,601,694,1518,2111,1892,1253,927,908,699,668,499,281,208,142,90,88
E05009379,King's Park,E09000012,Hackney,13283,818,817,876,864,950,1232,1249,1116,952,793,885,753,642,427,326,248,166,169
E05009380,Lea Bridge,E09000012,Hackney,14436,996,881,854,756,910,1581,1739,1512,1069,877,830,747,569,368,279,184,141,143
E05009381,London Fields,E09000012,Hackney,12297,572,600,587,540,724,1634,1652,1119,903,753,780,682,519,413,292,225,157,145
E05009382,Shacklewell,E09000012,Hackney,8779,475,477,516,452,558,1114,1198,808,685,585,490,476,354,211,184,84,62,50
E05009383,Springfield,E09000012,Hackney,15336,1646,1490,1442,1235,1158,1155,1115,1127,958,737,697,708,545,469,363,228,136,127
E05009384,Stamford Hill West,E09000012,Hackney,10293,1206,990,1029,769,816,796,779,658,625,544,471,424,377,283,210,124,86,106
E05009385,Stoke Newington,E09000012,Hackney,13590,757,699,682,624,825,1582,1544,1311,1055,929,858,825,593,421,358,205,153,169
E05009386,Victoria,E09000012,Hackney,12231,613,649,710,615,753,1417,1610,1150,854,761,760,736,527,354,287,186,122,127
E05009387,Woodberry Down,E09000012,Hackney,12322,961,891,739,672,966,1498,1476,1064,896,660,587,559,419,334,251,144,112,93
E05013733,Addison,E09000013,Hammersmith and Fulham,7806,338,344,373,306,612,1116,905,645,597,566,506,482,318,236,176,134,86,66
E05013734,Avonmore,E09000013,Hammersmith and Fulham,7525,274,238,286,262,810,1021,851,595,500,514,465,402,335,267,238,200,125,142
E05013735,Brook Green,E09000013,Hammersmith and Fulham,8100,391,419,368,293,716,917,886,655,603,574,578,465,308,261,237,174,147,108
E05013736,College Park & Old Oak,E09000013,Hammersmith and Fulham,9983,449,451,487,480,1144,1152,1038,822,692,681,660,575,454,302,235,139,132,90
E05013737,Coningham,E09000013,Hammersmith and Fulham,10837,549,487,487,494,929,1428,1254,884,758,700,743,630,480,346,246,172,128,122
E05013738,Fulham Reach,E09000013,Hammersmith and Fulham,11599,460,434,468,467,1523,1634,1260,850,725,760,671,565,454,412,327,269,169,151
E05013739,Fulham Town,E09000013,Hammersmith and Fulham,7457,375,332,349,278,751,1207,872,642,498,463,470,386,218,185,185,115,75,56
E05013740,Grove,E09000013,Hammersmith and Fulham,7434,428,365,353,294,482,873,804,646,524,512,527,479,304,240,245,151,110,97
E05013741,Hammersmith Broadway,E09000013,Hammersmith and Fulham,7642,341,327,321,369,743,1013,893,653,531,456,477,392,325,250,177,131,128,115
E05013742,Lillie,E09000013,Hammersmith and Fulham,6666,277,266,265,261,710,923,778,551,450,402,400,343,285,238,165,154,108,90
E05013743,Munster,E09000013,Hammersmith and Fulham,12411,734,555,549,452,1248,1928,1379,1061,856,807,653,617,377,339,305,254,174,123
E05013744,Palace & Hurlingham,E09000013,Hammersmith and Fulham,11510,642,738,701,478,774,1090,901,855,849,803,778,742,518,425,480,316,234,186
E05013745,Parsons Green & Sandford,E09000013,Hammersmith and Fulham,7901,453,523,475,357,596,915,638,577,591,565,543,456,364,279,213,163,119,74
E05013746,Ravenscourt,E09000013,Hammersmith and Fulham,6967,313,321,324,336,507,744,684,600,498,474,487,440,348,234,247,177,106,127
E05013747,Sands End,E09000013,Hammersmith and Fulham,10910,649,571,505,497,891,1434,1274,957,859,709,670,561,354,294,268,182,139,96
E05013748,Shepherd's Bush Green,E09000013,Hammersmith and Fulham,5617,298,294,266,254,466,745,637,437,381,359,401,352,231,170,122,79,72,53
E05013749,Walham Green,E09000013,Hammersmith and Fulham,7718,343,332,372,359,771,1153,871,641,487,464,452,410,313,221,183,154,86,106
E05013750,Wendell Park,E09000013,Hammersmith and Fulham,7430,441,486,435,360,468,587,659,593,651,630,600,440,260,225,238,151,97,109
E05013751,West Kensington,E09000013,Hammersmith and Fulham,9509,377,352,357,432,1130,1522,1110,741,623,566,596,499,325,278,237,151,117,96
E05013752,White City,E09000013,Hammersmith and Fulham,10289,525,589,711,652,931,1155,993,837,664,668,690,582,440,282,230,145,107,88
E05013753,Wormholt,E09000013,Hammersmith and Fulham,7825,402,408,542,516,765,836,697,553,504,511,518,417,350,241,222,130,107,106
E05013585,Alexandra Park,E09000014,Haringey,9040,500,690,790,525,373,443,430,576,778,841,688,626,518,397,374,222,131,138
E05013586,Bounds Green,E09000014,Haringey,9747,535,558,580,504,532,851,955,864,757,718,727,609,463,324,276,212,158,124
E05013587,Bruce Castle,E09000014,Haringey,14040,900,961,1019,904,896,1090,1146,1093,1083,1087,1036,915,611,378,268,226,255,172
E05013588,Crouch End,E09000014,Haringey,12981,702,664,704,483,518,1019,1226,1262,1114,1024,980,944,669,543,455,304,175,195
E05013589,Fortis Green,E09000014,Haringey,12861,663,834,1002,883,583,707,777,921,1108,1040,1037,889,656,518,469,320,217,237
E05013590,Harringay,E09000014,Haringey,14420,745,590,574,557,903,1828,1923,1563,1241,1094,894,700,593,381,300,201,158,175
E05013591,Hermitage & Gardens,E09000014,Haringey,8933,426,378,392,393,697,1294,1143,900,685,570,538,466,326,238,167,136,99,85
E05013592,Highgate,E09000014,Haringey,12440,594,609,643,531,525,1208,1148,1129,1003,926,1054,745,551,485,449,354,237,249
E05013593,Hornsey,E09000014,Haringey,14714,809,758,772,709,644,1337,1611,1433,1297,1060,1037,910,665,542,473,319,167,171
E05013594,Muswell Hill,E09000014,Haringey,8843,457,477,527,395,395,637,690,693,769,673,626,581,473,422,410,274,182,162
E05013595,Noel Park,E09000014,Haringey,13684,605,565,632,747,1134,1349,1471,1302,1121,1010,967,894,597,383,333,219,194,161
E05013596,Northumberland Park,E09000014,Haringey,14823,987,1036,1083,1003,960,1054,1194,1151,1007,1137,1141,1021,701,467,373,196,184,128
E05013597,St Ann's,E09000014,Haringey,10265,669,525,552,491,635,992,1217,919,886,754,633,636,431,343,208,146,137,91
E05013598,Seven Sisters,E09000014,Haringey,9412,624,595,599,551,669,850,927,839,738,595,586,600,399,306,210,127,111,86
E05013599,South Tottenham,E09000014,Haringey,17117,1349,1391,1419,1253,1197,1467,1712,1295,1224,1036,1053,826,587,385,321,218,217,167
E05013600,Stroud Green,E09000014,Haringey,10932,553,473,397,401,577,1376,1365,1063,812,749,804,692,504,435,342,203,103,83
E05013601,Tottenham Central,E09000014,Haringey,14382,814,724,751,718,891,1404,1584,1403,1160,1066,984,819,641,477,366,238,160,182
E05013602,Tottenham Hale,E09000014,Haringey,11944,696,676,721,1010,1240,1237,1118,1054,817,699,760,622,410,254,233,170,129,98
E05013603,West Green,E09000014,Haringey,14721,810,754,757,771,986,1375,1497,1482,1153,1053,982,815,683,533,409,256,229,176
E05013604,White Hart Lane,E09000014,Haringey,13431,624,722,852,971,1012,1065,1053,1056,1090,913,974,913,746,522,331,243,188,156
E05013605,Woodside,E09000014,Haringey,15417,876,779,856,769,996,1418,1702,1599,1298,1109,1028,848,645,469,379,270,201,175
E05013542,Belmont,E09000015,Harrow,9159,517,614,593,515,486,601,549,649,680,623,566,608,526,544,402,284,203,199
E05013543,Canons,E09000015,Harrow,9119,457,472,504,444,454,598,654,632,635,593,537,542,565,512,500,340,305,375
E05013544,Centenary,E09000015,Harrow,14530,882,908,928,897,895,1180,1135,1121,1120,946,916,834,764,663,487,340,275,239
E05013545,Edgware,E09000015,Harrow,15998,1064,948,1019,920,1038,1332,1455,1356,1258,990,928,865,805,668,472,312,290,278
E05013546,Greenhill,E09000015,Harrow,11424,890,680,489,463,684,1162,1622,1355,897,647,580,433,390,285,284,222,173,168
E05013547,Harrow on the Hill,E09000015,Harrow,10819,614,556,782,1030,582,706,904,903,836,791,646,571,481,385,367,265,203,197
E05013548,Harrow Weald,E09000015,Harrow,14539,741,816,985,882,918,878,957,989,948,893,964,1009,866,680,657,518,412,426
E05013549,Hatch End,E09000015,Harrow,9583,594,579,633,482,398,527,529,691,764,578,635,582,577,502,493,350,311,358
E05013550,Headstone,E09000015,Harrow,15046,942,971,954,818,778,987,1247,1287,1258,967,919,941,822,653,574,409,260,259
E05013551,Kenton East,E09000015,Harrow,14596,928,860,854,755,989,1145,1206,1221,1021,874,859,903,826,692,525,359,300,279
E05013552,Kenton West,E09000015,Harrow,9584,514,489,491,468,606,682,748,738,659,528,625,604,639,577,436,321,249,210
E05013553,Marlborough,E09000015,Harrow,11366,871,797,623,543,634,988,1194,1115,943,753,679,569,456,376,290,217,162,156
E05013554,North Harrow,E09000015,Harrow,9246,501,550,525,475,480,632,740,748,717,563,594,564,535,454,411,301,250,206
E05013555,Pinner,E09000015,Harrow,13265,746,790,835,712,609,684,750,999,964,923,922,814,766,704,685,557,394,411
E05013556,Pinner South,E09000015,Harrow,15083,755,1074,1120,801,694,844,788,1055,1317,1063,991,948,848,745,686,546,427,381
E05013557,Rayners Lane,E09000015,Harrow,9634,511,673,664,615,596,611,636,755,811,655,613,626,510,420,322,259,180,177
E05013558,Roxbourne,E09000015,Harrow,9827,602,676,702,675,715,677,722,822,757,664,681,556,460,361,306,179,152,120
E05013559,Roxeth,E09000015,Harrow,15754,938,941,1065,983,968,1167,1308,1276,1222,1044,1014,991,814,636,527,378,259,223
E05013560,Stanmore,E09000015,Harrow,13659,713,805,804,733,778,858,901,865,927,948,864,698,778,648,696,622,453,568
E05013561,Wealdstone North,E09000015,Harrow,10363,737,735,759,687,642,768,820,996,788,614,685,551,431,342,258,222,171,157
E05013562,Wealdstone South,E09000015,Harrow,8081,593,587,485,535,493,651,694,714,582,521,432,416,462,264,215,164,135,138
E05013563,West Harrow,E09000015,Harrow,10493,605,630,678,621,685,790,890,837,838,821,698,707,516,367,309,216,144,141
E05013967,Beam Park,E09000016,Havering,5237,422,382,392,349,339,421,471,417,352,326,331,293,217,175,125,98,73,54
E05013968,Cranham,E09000016,Havering,12949,689,749,840,717,620,648,645,812,880,845,948,861,726,674,713,539,460,583
E05013969,Elm Park,E09000016,Havering,16447,1040,1090,928,882,863,1008,1215,1194,1062,1006,1035,1135,1037,748,774,580,414,436
E05013970,Emerson Park,E09000016,Havering,9210,408,475,491,503,516,500,488,562,508,535,616,664,655,579,645,451,299,315
E05013971,Gooshays,E09000016,Havering,17402,1218,1398,1301,1105,1038,1060,1312,1390,1247,1135,1137,1018,884,582,576,378,270,353
E05013972,Hacton,E09000016,Havering,9099,490,518,441,422,466,569,598,612,540,502,608,704,586,526,561,381,278,297
E05013973,Harold Wood,E09000016,Havering,13967,906,799,761,678,661,1067,1281,1179,932,823,850,847,745,622,652,462,318,384
E05013974,Havering-atte-Bower,E09000016,Havering,16314,1083,1142,1053,1007,969,933,1115,1185,1041,1010,1104,1020,890,756,745,485,405,371
E05013975,Heaton,E09000016,Havering,17572,1282,1415,1379,1154,957,1137,1323,1374,1246,1093,1116,1028,881,646,624,383,263,271
E05013976,Hylands & Harrow Lodge,E09000016,Havering,14186,752,779,819,834,795,908,872,926,904,900,1031,1041,945,708,742,494,355,381
E05013977,Marshalls & Rise Park,E09000016,Havering,13070,634,725,728,724,708,733,775,767,804,791,927,888,854,728,763,623,410,488
E05013978,Mawneys,E09000016,Havering,14520,943,989,896,815,773,921,1025,1044,1008,884,921,900,800,654,728,513,343,363
E05013979,Rainham & Wennington,E09000016,Havering,13582,843,911,851,747,743,938,1026,933,846,815,847,941,770,620,570,459,388,334
E05013980,Rush Green & Crowlands,E09000016,Havering,15798,1285,1124,1007,854,904,1333,1626,1395,1090,928,956,894,652,474,450,295,229,302
E05013981,St Alban's,E09000016,Havering,8236,663,526,503,428,425,660,880,736,681,586,518,452,339,245,215,162,93,124
E05013982,St Andrew's,E09000016,Havering,14250,770,756,686,646,728,888,980,980,887,843,944,1056,929,811,761,627,464,494
E05013983,St Edward's,E09000016,Havering,10649,779,668,538,459,526,904,1065,975,768,672,678,581,485,382,373,309,247,240
E05013984,South Hornchurch,E09000016,Havering,10537,658,698,688,677,649,684,747,718,689,625,743,692,581,412,461,318,251,246
E05013985,Squirrels Heath,E09000016,Havering,15704,1026,985,831,710,735,1026,1238,1268,1113,956,1100,962,906,758,773,532,405,380
E05013986,Upminster,E09000016,Havering,13357,577,735,855,687,675,608,614,725,821,967,963,984,862,758,905,634,452,535
E05013564,Belmore,E09000017,Hillingdon,17367,1099,1259,1345,1223,1108,1152,1293,1426,1371,1297,1046,1024,809,646,466,326,232,245
E05013565,Charville,E09000017,Hillingdon,11504,748,784,793,788,770,786,763,887,814,767,820,755,541,366,368,261,249,244
E05013566,Colham & Cowley,E09000017,Hillingdon,19280,1139,1106,1192,1972,1914,1411,1464,1338,1287,1157,1231,1011,835,604,562,400,342,315
E05013567,Eastcote,E09000017,Hillingdon,16671,883,992,983,831,767,894,988,1316,1295,1065,1161,1186,977,810,806,632,539,546
E05013568,Harefield Village,E09000017,Hillingdon,5733,302,341,346,280,263,329,381,417,365,349,423,413,402,291,297,209,163,162
E05013569,Hayes Town,E09000017,Hillingdon,15296,1133,1088,1038,946,1067,1371,1499,1450,1235,1008,892,769,599,406,300,220,157,118
E05013570,Heathrow Villages,E09000017,Hillingdon,14065,943,974,883,706,830,1115,1325,1313,1204,962,1031,812,603,451,379,215,161,158
E05013571,Hillingdon East,E09000017,Hillingdon,15648,1007,1079,1114,950,943,911,1063,1248,1250,1008,1042,938,842,664,572,404,272,341
E05013572,Hillingdon West,E09000017,Hillingdon,9867,684,699,586,466,638,724,910,953,833,682,643,499,415,341,290,210,153,141
E05013573,Ickenham & South Harefield,E09000017,Hillingdon,15507,884,969,913,779,709,879,983,1118,1235,1066,1035,1033,896,778,764,593,407,466
E05013574,Northwood,E09000017,Hillingdon,11317,570,671,659,477,433,628,668,740,890,766,783,718,651,644,681,483,436,419
E05013575,Northwood Hills,E09000017,Hillingdon,11860,680,807,739,576,567,691,777,914,944,803,839,728,661,547,521,389,322,355
E05013576,Pinkwell,E09000017,Hillingdon,16849,1065,1207,1267,1137,1159,1249,1326,1364,1321,1228,1091,962,775,586,429,273,242,168
E05013577,Ruislip,E09000017,Hillingdon,15535,821,864,913,774,768,862,936,1073,1082,972,1075,1083,1013,841,872,632,474,480
E05013578,Ruislip Manor,E09000017,Hillingdon,10862,732,688,608,537,513,611,769,911,847,711,800,769,626,484,423,292,267,274
E05013579,South Ruislip,E09000017,Hillingdon,17029,1169,1175,1034,886,902,1080,1427,1590,1458,1083,1137,1015,819,627,574,440,306,307
E05013580,Uxbridge,E09000017,Hillingdon,18154,1119,952,830,1371,2623,1478,1462,1320,1204,1078,956,911,735,663,532,347,271,302
E05013581,West Drayton,E09000017,Hillingdon,18413,1428,1353,1274,987,1103,1397,1934,1723,1417,1145,1072,1012,716,545,452,313,250,292
E05013582,Wood End,E09000017,Hillingdon,19376,1297,1505,1593,1303,1190,1267,1403,1569,1455,1378,1212,1031,937,688,565,354,275,354
E05013583,Yeading,E09000017,Hillingdon,13564,1045,1092,1078,870,772,903,1113,1108,1070,1048,884,823,566,390,312,200,146,144
E05013584,Yiewsley,E09000017,Hillingdon,12115,1163,878,770,690,761,1033,1209,1130,920,724,743,643,456,302,304,188,105,96
E05013606,Bedfont,E09000018,Hounslow,15336,1016,1029,1147,901,933,1014,1327,1335,1230,1010,1001,924,762,503,465,281,238,220
E05013607,Brentford East,E09000018,Hounslow,8599,620,582,584,423,533,714,927,927,754,531,560,470,309,215,171,142,82,55
E05013608,Brentford West,E09000018,Hounslow,8563,510,548,485,399,470,618,818,786,734,553,611,568,436,315,265,185,165,97
E05013609,Chiswick Gunnersbury,E09000018,Hounslow,12783,660,631,629,588,839,1103,1123,1098,1035,924,898,785,593,535,467,369,243,263
E05013610,Chiswick Homefields,E09000018,Hounslow,13907,693,778,845,716,687,907,1031,1099,1145,1068,1075,914,720,630,620,425,260,294
E05013611,Chiswick Riverside,E09000018,Hounslow,9877,547,612,575,467,467,683,806,769,914,793,747,646,484,449,393,248,161,116
E05013612,Cranford,E09000018,Hounslow,16007,1028,1057,1008,942,1016,1231,1352,1442,1266,1243,1037,854,723,626,433,360,210,179
E05013613,Feltham North,E09000018,Hounslow,12790,796,810,883,707,724,982,1055,997,941,914,820,821,611,479,477,318,243,212
E05013614,Feltham West,E09000018,Hounslow,16230,1057,1229,1216,1065,1067,1053,1332,1527,1448,1167,1147,998,683,422,345,198,148,128
E05013615,Hanworth Park,E09000018,Hounslow,10030,630,695,665,596,524,668,773,867,891,730,617,598,479,429,348,216,166,138
E05013616,Hanworth Village,E09000018,Hounslow,16524,1088,1187,1309,1035,975,1097,1158,1323,1308,1263,1145,965,782,582,525,351,210,221
E05013617,Heston Central,E09000018,Hounslow,14537,890,1006,969,865,905,1039,1240,1295,1229,1026,923,736,670,603,426,302,219,194
E05013618,Heston East,E09000018,Hounslow,11552,674,756,693,736,796,969,960,960,878,786,677,594,550,471,393,265,198,196
E05013619,Heston West,E09000018,Hounslow,15335,979,1102,1096,989,1016,1041,1305,1237,1150,993,949,846,838,627,431,294,214,228
E05013620,Hounslow Central,E09000018,Hounslow,10613,843,717,635,468,576,1036,1207,1284,963,715,663,434,326,219,194,135,107,91
E05013621,Hounslow East,E09000018,Hounslow,8786,657,626,552,412,536,647,890,892,768,587,489,430,375,261,234,169,144,117
E05013622,Hounslow Heath,E09000018,Hounslow,16071,1074,1217,1133,1011,919,1128,1310,1504,1334,1356,1060,783,702,511,396,265,204,164
E05013623,Hounslow South,E09000018,Hounslow,13878,713,863,852,797,753,840,1035,1170,1225,960,942,940,791,611,563,369,232,222
E05013624,Hounslow West,E09000018,Hounslow,15910,1115,1023,901,884,1005,1149,1553,1501,1312,1165,971,802,710,549,455,312,252,251
E05013625,Isleworth,E09000018,Hounslow,14057,899,1068,943,840,626,897,1163,1247,1252,1099,856,841,641,514,458,296,195,222
E05013626,Osterley & Spring Grove,E09000018,Hounslow,14625,917,830,840,739,757,1114,1273,1356,1276,1108,977,776,648,574,513,373,309,245
E05013627,Syon & Brentford Lock,E09000018,Hounslow,12157,805,733,711,570,623,884,1281,1289,1098,926,771,646,495,437,353,252,142,141
E05013697,Arsenal,E09000019,Islington,13145,848,653,604,482,736,1937,1973,1431,1001,860,705,609,433,287,232,163,102,89
E05013698,Barnsbury,E09000019,Islington,11831,571,467,478,450,873,1571,1637,1107,754,630,704,640,551,431,379,265,199,124
E05013699,Bunhill,E09000019,Islington,11142,504,489,460,699,1438,1518,1325,891,659,689,594,505,392,330,242,148,123,136
E05013700,Caledonian,E09000019,Islington,11322,542,520,540,652,1413,1473,1295,918,668,585,625,614,469,319,279,160,131,119
E05013701,Canonbury,E09000019,Islington,12546,750,589,595,522,701,1593,1554,1196,916,706,849,745,538,374,352,248,152,166
E05013702,Clerkenwell,E09000019,Islington,10995,558,407,395,857,1200,1333,1334,785,678,644,657,651,487,320,283,163,121,122
E05013703,Finsbury Park,E09000019,Islington,14372,718,707,721,873,1442,2130,1691,1178,873,862,820,697,497,348,282,198,157,178
E05013704,Highbury,E09000019,Islington,13934,775,603,659,628,803,1768,1870,1269,996,898,787,855,545,463,403,265,164,183
E05013705,Hillrise,E09000019,Islington,14787,816,810,886,709,1046,1560,1486,1265,1083,938,1011,883,705,507,440,289,204,149
E05013706,Holloway,E09000019,Islington,12330,514,539,484,740,1521,1750,1593,1040,715,644,617,625,485,350,270,186,115,142
E05013707,Junction,E09000019,Islington,12999,615,576,653,600,1086,1617,1449,1094,991,796,828,730,568,450,325,285,183,153
E05013708,Laycock,E09000019,Islington,13196,671,652,569,594,1366,1718,1601,1112,887,742,779,725,529,396,313,227,169,146
E05013709,Mildmay,E09000019,Islington,14150,720,719,707,677,951,1837,1969,1344,1071,758,836,840,593,368,289,194,159,118
E05013710,St Mary's & St James',E09000019,Islington,11667,648,480,439,444,774,1744,1659,1042,794,612,757,673,484,338,324,185,147,123
E05013711,St Peter's & Canalside,E09000019,Islington,11643,672,497,485,630,1035,1743,1598,1026,735,592,669,556,422,293,275,173,117,125
E05013712,Tollington,E09000019,Islington,13968,743,671,628,500,1143,2024,1802,1292,984,881,805,712,581,407,326,189,163,117
E05013713,Tufnell Park,E09000019,Islington,12371,566,615,628,570,922,1445,1484,987,974,747,826,753,523,448,354,243,158,128
E05009388,Abingdon,E09000020,Kensington and Chelsea,8180,356,343,355,279,736,760,656,630,539,691,672,524,451,328,346,238,141,135
E05009389,Brompton & Hans Town,E09000020,Kensington and Chelsea,8110,373,310,296,302,772,737,685,572,501,614,746,545,486,330,284,220,174,163
E05009390,Campden,E09000020,Kensington and Chelsea,8470,396,479,443,403,608,536,604,622,565,784,664,745,383,335,332,237,183,151
E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,7452,312,362,345,314,527,568,534,483,472,477,541,632,489,410,399,242,191,154
E05009392,Colville,E09000020,Kensington and Chelsea,8564,342,335,365,324,527,789,907,698,666,561,541,681,540,423,310,260,186,109
E05009393,Courtfield,E09000020,Kensington and Chelsea,8185,344,309,323,326,950,922,788,621,543,599,581,554,364,276,255,179,130,121
E05009394,Dalgarno,E09000020,Kensington and Chelsea,6998,417,402,409,514,438,506,564,535,415,429,494,481,450,265,269,179,128,103
E05009395,Earl's Court,E09000020,Kensington and Chelsea,8934,395,264,275,314,1189,1062,928,768,587,562,656,501,387,319,305,229,113,80
E05009396,Golborne,E09000020,Kensington and Chelsea,8890,335,364,476,523,933,886,736,636,572,644,618,626,465,332,320,175,143,106
E05009397,Holland,E09000020,Kensington and Chelsea,9266,439,490,584,501,644,739,653,786,719,707,757,661,447,301,264,273,150,151
E05009398,Norland,E09000020,Kensington and Chelsea,5463,237,267,244,215,292,412,455,423,436,369,427,492,326,234,229,184,135,86
E05009399,Notting Dale,E09000020,Kensington and Chelsea,9414,424,467,534,678,842,828,698,520,529,632,774,709,545,335,324,290,155,130
E05009400,Pembridge,E09000020,Kensington and Chelsea,5359,233,193,171,206,412,641,611,468,340,349,387,345,245,193,180,135,119,131
E05009401,Queen's Gate,E09000020,Kensington and Chelsea,7630,281,298,370,358,902,804,613,528,540,540,549,516,418,257,262,187,118,89
E05009402,Redcliffe,E09000020,Kensington and Chelsea,9174,394,403,326,467,940,894,860,774,581,647,765,677,378,298,297,211,142,120
E05009403,Royal Hospital,E09000020,Kensington and Chelsea,8403,240,325,323,340,491,619,590,474,522,590,803,642,548,511,501,352,253,279
E05009404,St Helen's,E09000020,Kensington and Chelsea,6293,306,351,273,286,332,567,521,488,397,465,450,484,437,323,230,167,101,115
E05009405,Stanley,E09000020,Kensington and Chelsea,8525,339,393,379,356,647,784,673,559,645,530,651,628,459,373,367,277,223,242
E05013928,Alexandra,E09000021,Kingston upon Thames,5829,311,384,364,333,341,320,324,410,437,446,432,352,346,274,285,204,131,135
E05013929,Berrylands,E09000021,Kingston upon Thames,6428,320,418,396,314,337,385,418,487,537,479,483,418,342,292,291,198,166,147
E05013930,Canbury Gardens,E09000021,Kingston upon Thames,7965,440,569,579,421,394,480,616,667,772,697,545,488,337,278,253,212,114,103
E05013931,Chessington South & Malden Rushett,E09000021,Kingston upon Thames,9816,600,609,588,530,543,617,731,754,695,642,758,695,544,446,414,259,206,185
E05013932,Coombe Hill,E09000021,Kingston upon Thames,7462,315,415,483,479,470,473,446,416,463,508,566,476,422,364,376,283,216,291
E05013933,Coombe Vale,E09000021,Kingston upon Thames,10313,594,653,777,630,461,513,623,663,855,839,786,716,561,498,440,309,193,202
E05013934,Green Lane & St James,E09000021,Kingston upon Thames,6833,351,410,473,453,503,375,386,452,516,515,480,424,350,293,300,206,158,188
